"id","cv","psup","psup_short","pltsup","pltsup_short","pmem","female","agecat","edu","edu4","job","pref","hdist","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","policy24","policy25","policy38","policy39","policy41"
907,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,33,3,1,1,3,2,2,1,1,1,3,2,2,1,2,4,3,5,3,3,2,4,4,2,2
908,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,33,4,1,2,2,2,1,2,3,3,3,3,2,2,3,1,5,5,4,3,3,4,5,1,3
909,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,33,4,3,3,3,3,2,2,5,2,5,2,3,2,4,4,1,2,2,4,4,3,1,5,3
910,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,33,4,1,1,3,1,3,1,1,2,1,3,3,1,3,5,5,1,1,2,5,5,2,1,5
911,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,33,5,1,3,1,2,1,2,2,2,5,2,2,1,2,3,5,4,3,2,3,4,2,2,3
912,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,33,5,3,3,1,3,1,3,3,3,4,3,3,4,4,3,1,3,2,3,3,5,2,4,3
913,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,33,5,1,1,3,1,1,1,2,2,2,3,2,2,2,5,4,2,1,3,4,5,1,2,3
914,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,34,1,2,1,1,3,1,2,3,2,4,2,2,2,2,2,5,4,2,4,3,4,2,2,2
915,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,34,1,1,2,1,2,1,3,3,1,5,3,5,2,5,5,1,1,1,3,3,1,1,1,3
916,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,34,1,5,5,1,5,2,2,5,5,5,1,2,2,4,5,1,1,2,5,5,1,2,5,3
917,"candidate","Social Democratic Party","SDP",NA,NA,NA,0,NA,NA,NA,NA,34,1,5,5,1,5,5,5,5,5,5,1,2,2,5,5,1,3,5,5,5,1,2,5,3
918,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,34,1,1,1,3,1,1,1,1,2,3,3,2,3,3,5,4,4,2,2,3,5,2,2,3
919,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,34,1,5,4,1,5,1,2,5,5,4,4,3,2,5,5,2,1,3,5,4,3,1,5,2
920,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,34,2,2,3,2,4,2,3,3,2,4,2,2,2,3,5,4,3,2,3,3,4,2,4,2
921,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,34,2,2,3,1,4,2,3,3,3,4,3,4,4,5,3,2,1,3,3,3,3,3,3,3
922,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,34,2,1,1,3,1,2,1,1,2,1,3,3,3,3,5,5,4,1,3,3,5,2,1,5
923,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,34,3,2,3,1,4,2,2,3,3,3,2,3,2,3,2,2,3,3,3,3,5,3,2,3
924,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,34,3,4,4,1,4,1,2,3,4,4,2,4,2,5,4,2,1,3,3,3,3,1,5,3
925,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,34,3,1,1,3,1,1,1,5,3,1,5,3,1,3,5,5,1,1,1,3,3,1,1,3
926,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,34,4,1,1,1,1,1,1,1,1,3,3,3,1,2,4,3,4,2,1,3,5,1,2,2
927,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,34,4,2,3,1,4,2,2,3,3,5,1,2,2,3,4,1,2,4,3,2,3,1,4,3
928,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,34,4,1,1,5,1,1,1,1,3,1,3,3,3,4,5,5,1,1,3,5,3,1,1,4
929,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,34,5,2,2,1,5,2,1,3,2,4,2,2,1,1,1,4,3,2,3,3,4,3,2,4
930,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,34,5,2,2,1,1,2,2,2,3,4,3,4,2,3,2,1,2,4,4,2,4,1,2,2
931,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,34,5,1,1,3,1,1,1,1,1,1,5,3,1,3,5,5,2,1,3,5,5,1,1,4
932,"candidate","People's New Party","PNP",NA,NA,NA,0,NA,NA,NA,NA,34,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,34,6,1,1,3,1,1,2,1,2,3,1,2,2,2,1,1,3,2,2,3,5,3,2,3
934,"candidate","Japanese Communist Party","JCP",NA,NA,NA,1,NA,NA,NA,NA,34,6,5,5,1,5,2,2,5,5,5,2,2,2,4,5,1,1,2,5,5,1,2,5,3
935,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,34,6,1,1,4,1,1,1,2,2,1,3,2,3,3,5,5,3,1,2,4,4,1,1,4
936,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,34,7,1,3,1,3,1,2,3,3,4,1,3,1,2,2,4,5,2,2,3,5,4,1,3
937,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,34,7,1,3,1,5,3,5,5,5,5,5,2,1,5,4,1,3,2,3,4,4,1,5,3
938,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,34,7,1,1,3,1,1,1,1,2,1,4,1,1,2,5,5,2,1,1,5,5,3,1,4
939,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,35,1,1,2,2,4,1,3,NA,2,4,2,3,1,3,2,2,4,3,3,3,5,5,2,3
940,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,35,1,1,2,1,4,4,2,3,3,5,2,2,1,3,4,1,2,5,4,2,4,3,5,2
941,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,35,1,5,5,1,5,3,5,5,5,5,2,2,2,3,5,1,1,3,5,5,1,3,5,3
942,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,35,1,1,1,3,1,3,1,1,3,1,3,3,3,3,5,5,5,1,3,3,1,1,1,3
943,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,35,2,1,2,1,3,1,2,2,1,4,2,2,1,1,3,3,4,4,3,2,4,2,3,4
944,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,35,2,5,5,1,5,1,4,5,4,5,3,3,4,4,5,3,1,2,4,4,4,2,5,3
945,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,35,2,1,1,4,1,1,1,1,3,2,3,3,3,3,5,5,2,2,3,4,4,1,3,5
946,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,35,3,1,2,1,3,1,3,2,2,4,4,2,2,2,2,5,3,2,3,3,3,3,1,4
947,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,35,3,3,2,1,2,1,2,3,2,3,4,4,2,5,3,1,2,2,3,3,5,1,5,3
948,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,35,3,1,1,1,1,1,1,1,2,2,4,2,1,2,5,4,2,1,3,5,3,1,2,4
949,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,35,4,1,1,1,3,1,1,NA,2,4,3,3,1,3,2,5,5,3,3,3,4,5,1,2
950,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,35,4,5,4,1,5,2,4,5,4,5,2,2,1,3,5,1,1,4,4,4,2,2,4,2
951,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,35,4,5,5,1,5,3,5,5,5,5,2,2,2,3,5,1,1,3,5,5,1,3,5,2
952,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,36,1,1,2,1,5,1,2,1,2,4,1,1,1,2,2,2,4,3,2,2,5,1,1,2
953,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,36,1,2,4,2,4,2,3,4,2,4,4,5,3,4,2,1,1,2,4,3,2,1,2,2
954,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,36,1,5,5,1,5,5,5,5,5,5,1,3,3,5,5,2,1,5,5,5,1,2,5,3
955,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,36,1,1,1,1,1,1,1,1,1,2,5,2,2,3,5,3,2,1,3,4,1,2,1,3
956,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,36,1,1,1,4,1,3,1,1,1,5,2,1,1,2,3,3,5,4,1,3,5,5,2,3
957,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,36,2,2,3,2,3,2,3,3,3,4,2,2,3,2,2,3,3,4,3,3,3,2,2,3
958,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,36,2,3,4,1,3,2,4,4,3,5,3,2,3,4,3,1,3,4,4,3,4,1,5,3
959,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,36,2,1,1,5,1,1,2,1,1,3,3,3,3,3,5,5,3,1,3,4,5,4,1,4
960,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,36,3,3,4,1,2,2,3,3,3,4,2,1,1,1,2,5,4,3,2,3,5,5,1,3
961,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,36,3,2,3,2,2,1,2,3,3,3,2,2,2,2,3,1,2,3,3,3,5,2,3,2
962,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,36,3,1,1,3,1,1,1,1,1,2,3,2,3,3,5,5,3,1,3,3,4,5,1,4
963,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,37,1,1,2,1,3,1,2,2,3,4,3,2,2,2,4,5,4,2,3,3,5,4,1,3
964,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,37,1,4,5,1,3,2,4,4,2,5,4,5,4,4,4,1,1,2,2,4,4,1,5,3
965,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,37,1,5,5,1,5,2,5,5,5,5,2,2,3,4,5,5,1,1,5,4,1,5,5,3
966,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,37,1,1,1,3,1,2,1,1,3,2,4,3,4,4,5,5,2,2,3,5,5,1,1,3
967,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,37,2,1,1,3,2,1,3,3,2,5,2,1,1,2,3,5,5,2,3,3,3,5,1,3
968,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,37,2,3,3,1,3,2,2,3,3,4,3,2,2,3,4,1,3,2,3,3,4,2,5,3
969,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,37,2,1,1,2,1,1,1,1,2,1,3,3,1,3,5,5,2,1,3,5,5,1,3,3
970,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,37,3,1,1,2,2,1,2,1,2,5,3,3,1,2,3,1,3,3,2,4,5,5,1,2
971,"candidate","Japanese Communist Party","JCP",NA,NA,NA,1,NA,NA,NA,NA,37,3,5,5,1,5,2,5,5,5,5,1,3,3,4,5,2,1,3,4,3,1,2,5,3
972,"candidate","Social Democratic Party","SDP",NA,NA,NA,0,NA,NA,NA,NA,37,3,5,5,1,5,3,5,5,5,5,2,3,2,5,5,1,1,4,5,4,1,1,4,3
973,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,37,3,1,1,4,1,2,1,1,3,2,5,2,4,3,5,5,1,1,2,4,4,5,1,3
974,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,37,3,1,1,2,2,1,3,2,2,4,2,3,2,4,2,2,3,3,3,3,4,2,3,3
975,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,38,1,1,2,NA,2,1,2,2,1,5,2,3,2,3,2,2,3,3,3,3,3,3,3,2
976,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,38,1,4,4,1,5,2,2,5,4,5,3,3,2,5,4,1,2,3,5,4,3,2,5,3
977,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,38,1,5,5,1,5,2,2,5,5,5,2,1,1,2,5,1,1,3,5,5,1,2,5,3
978,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,38,1,1,1,2,1,1,1,1,1,2,5,1,5,1,5,5,1,1,5,3,5,4,1,3
979,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,38,2,NA,NA,NA,NA,NA,3,3,3,3,NA,3,3,3,1,3,5,3,3,3,5,3,3,3
981,"candidate","Social Democratic Party","SDP",NA,NA,NA,1,NA,NA,NA,NA,38,2,5,5,1,5,3,5,5,5,4,2,3,3,3,5,1,1,3,5,5,1,2,5,3
982,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,38,2,1,1,3,1,4,1,1,1,1,5,4,4,4,5,5,2,1,3,NA,4,5,1,4
983,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,38,2,1,2,3,2,2,2,2,2,3,3,3,2,3,3,2,3,3,3,3,3,1,2,3
984,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,38,3,2,3,1,3,2,2,2,2,2,3,2,2,2,3,2,3,4,2,3,4,2,1,4
985,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,38,3,4,2,2,4,2,2,5,3,4,2,3,3,4,5,2,3,4,3,3,4,2,5,2
986,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,38,3,1,1,2,1,1,1,1,3,1,3,5,3,3,5,5,1,1,3,4,4,1,2,3
987,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,38,4,1,1,2,2,1,2,2,1,3,3,1,1,1,3,3,4,3,2,3,3,1,2,4
988,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,38,4,3,5,1,5,2,2,5,4,4,3,3,4,3,5,1,1,2,3,3,3,2,5,1
989,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,38,4,1,1,4,1,1,1,1,1,1,3,2,1,2,5,4,2,1,3,3,3,2,1,4
990,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,38,4,2,4,1,2,1,2,2,3,3,2,3,2,4,1,1,3,1,3,3,5,1,3,1
991,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,39,1,2,2,3,2,1,3,2,2,4,2,1,1,2,2,4,5,3,3,1,4,5,2,4
992,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,39,1,4,5,1,5,2,3,4,4,5,2,2,3,5,4,1,3,4,5,4,3,2,2,3
993,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,39,1,5,5,1,5,5,5,5,5,5,1,2,2,4,5,1,1,3,5,5,1,4,5,3
994,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,39,1,1,2,4,2,1,1,1,3,2,3,3,4,2,5,5,3,1,4,3,5,5,1,4
995,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,39,1,1,3,1,5,3,4,5,NA,5,3,3,4,NA,3,4,1,1,2,NA,2,1,5,3
996,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,39,2,1,1,2,3,1,3,3,2,3,3,1,2,1,3,2,4,3,2,3,4,4,2,3
997,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,39,2,4,4,1,5,2,4,4,4,4,2,2,2,4,3,1,1,3,5,3,2,1,4,3
998,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,39,2,5,5,1,5,3,5,5,5,5,1,2,4,3,5,1,1,3,4,3,1,3,5,3
999,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,39,2,1,1,3,1,1,1,1,3,3,4,2,3,3,5,5,4,1,3,4,5,2,1,4
1000,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,39,3,2,2,1,2,1,3,2,3,4,3,2,2,1,1,2,3,1,2,3,5,2,1,3
1001,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,39,3,5,4,1,4,2,3,4,4,4,3,2,3,2,3,1,2,3,4,3,3,4,3,2
1002,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,39,3,5,5,1,5,3,5,5,5,5,3,3,5,5,5,1,1,3,5,5,1,3,5,3
1003,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,39,3,1,1,3,1,2,1,1,1,2,3,1,1,3,5,3,3,1,3,5,4,1,3,5
1004,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,1,1,2,2,1,3,1,1,2,3,2,2,1,3,3,1,5,3,1,3,5,2,1,3
1005,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,1,3,3,1,NA,1,NA,NA,5,5,2,4,3,5,5,3,2,3,4,3,3,1,5,3
1006,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,40,1,5,5,1,5,2,5,5,5,5,1,3,2,4,5,1,1,4,5,5,1,1,5,3
1007,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,40,1,1,1,4,1,2,1,1,2,2,3,3,3,4,5,4,4,1,2,4,5,2,1,4
1008,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,2,1,1,1,4,1,3,3,1,3,2,2,2,3,2,2,3,3,3,3,4,3,2,2
1009,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,2,3,3,1,5,2,3,3,2,4,3,4,2,4,3,1,3,3,3,3,4,1,5,3
1010,"candidate","Japanese Communist Party","JCP",NA,NA,NA,1,NA,NA,NA,NA,40,2,5,5,1,5,2,5,5,5,5,2,3,2,4,5,1,1,4,5,5,1,2,5,3
1011,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,40,2,1,1,3,1,1,1,1,1,3,3,1,3,1,5,5,NA,1,NA,3,5,4,1,3
1012,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,3,3,3,1,3,NA,NA,1,3,3,2,3,1,3,2,1,5,1,3,3,5,3,2,3
1013,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,1,NA,NA,NA,NA,40,3,4,5,1,4,2,3,5,3,4,3,3,3,4,4,1,1,3,4,4,1,1,5,3
1014,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,40,3,5,5,1,5,2,5,5,5,5,1,3,2,5,5,1,1,4,5,5,1,2,5,3
1015,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,40,3,1,1,4,1,2,1,1,2,2,3,3,3,4,5,4,4,1,2,4,5,2,1,4
1016,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,4,2,4,1,4,1,2,2,4,4,2,2,2,3,2,2,4,2,2,3,2,NA,NA,NA
1017,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,4,NA,NA,1,NA,1,3,4,1,NA,1,2,2,4,5,2,1,3,4,4,5,2,2,3
1018,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,40,4,1,1,3,1,1,1,1,3,1,5,1,1,3,5,4,2,1,3,3,5,2,1,4
1019,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,5,1,1,1,2,1,2,1,1,3,3,1,1,1,2,4,5,NA,2,2,5,5,2,2
1020,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,5,3,3,2,3,3,3,4,3,5,2,2,4,4,3,1,2,3,3,3,3,2,4,3
1021,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,40,5,1,1,4,1,3,1,1,2,1,3,1,3,4,5,5,5,1,1,1,3,2,1,4
1022,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,6,1,2,1,1,1,3,1,2,3,2,2,2,3,3,3,3,4,3,3,5,5,3,2
1023,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,6,2,4,1,5,1,2,3,2,4,2,3,2,3,4,1,3,2,4,4,4,4,2,3
1024,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,40,6,1,1,2,1,1,1,1,1,2,4,2,4,3,5,4,2,1,3,3,4,4,1,3
1025,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,7,4,3,1,3,2,3,3,3,4,2,2,1,2,3,3,3,3,2,1,3,3,2,2
1026,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,7,3,3,2,4,2,3,3,2,3,2,4,3,5,5,1,3,3,3,3,3,1,4,3
1027,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,8,5,3,1,5,2,4,3,2,4,4,4,5,5,4,1,1,2,3,3,5,4,4,1
1029,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,40,8,1,1,3,1,2,1,2,1,1,3,3,1,3,5,5,3,1,2,3,3,3,2,3
1030,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,9,1,2,1,3,1,3,3,3,4,3,3,2,3,3,1,3,2,3,3,2,3,2,3
1031,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,9,NA,2,1,3,1,2,NA,2,3,2,4,4,4,3,2,2,1,2,3,5,1,4,3
1032,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,40,9,5,5,1,5,2,5,5,5,5,1,3,2,5,5,1,1,4,5,5,1,2,5,3
1033,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,1,NA,NA,NA,NA,40,9,1,1,3,1,1,3,3,3,3,3,3,3,3,5,5,3,1,3,3,3,3,3,3
1034,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,1,NA,NA,NA,NA,40,10,1,1,2,1,1,1,1,2,3,1,1,1,2,1,4,5,4,3,2,3,3,3,4
1035,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,40,10,3,1,1,4,1,2,2,3,4,1,2,2,5,4,1,2,4,4,3,3,1,5,1
1036,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,40,10,5,5,1,5,2,5,5,5,5,2,3,2,5,5,1,1,4,5,5,1,2,5,3
1037,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,40,10,1,1,4,1,1,1,1,1,1,4,3,2,4,5,4,2,1,3,4,3,4,2,2
1038,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,40,11,1,1,1,1,1,1,1,1,3,2,2,1,2,3,2,3,3,2,3,5,3,1,3
1039,"candidate","Social Democratic Party","SDP",NA,NA,NA,1,NA,NA,NA,NA,40,11,5,5,1,5,5,5,5,5,5,2,3,2,5,5,1,1,1,5,5,1,1,5,2
1040,"candidate","Japanese Communist Party","JCP",NA,NA,NA,1,NA,NA,NA,NA,40,11,5,5,1,5,2,5,5,5,5,1,3,2,4,5,1,1,4,5,5,1,2,5,3
1041,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,40,11,1,1,2,1,2,1,1,2,3,3,2,3,3,5,4,2,1,3,3,3,2,2,3
1042,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,41,1,1,1,1,3,1,2,2,2,4,2,2,2,3,2,2,4,3,3,3,4,2,2,3
1043,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,41,1,4,2,1,3,1,2,5,4,5,2,3,3,5,5,1,1,3,3,3,2,1,5,3
1044,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,41,1,1,1,2,1,1,1,1,1,2,4,2,3,2,5,4,1,1,3,5,1,1,1,2
1045,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,41,2,2,3,4,1,2,3,1,2,5,2,2,2,2,2,4,3,4,2,2,4,2,2,2
1046,"candidate","Democratic Party of Japan","DPJ",NA,NA,NA,0,NA,NA,NA,NA,41,2,3,4,1,4,1,3,4,3,4,2,3,3,5,5,1,2,3,4,3,3,1,5,3
1047,"candidate","Other Parties/NA","Other/NA",NA,NA,NA,0,NA,NA,NA,NA,41,2,1,1,2,1,1,1,1,1,3,4,2,4,5,5,4,1,1,3,3,4,3,3,3
1048,"candidate","Liberal Democratic Party","LDP",NA,NA,NA,0,NA,NA,NA,NA,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1049,"candidate","Japanese Communist Party","JCP",NA,NA,NA,0,NA,NA,NA,NA,41,3,5,5,1,5,1,3,5,5,5,2,3,5,4,5,3,4,4,5,4,2,1,5,4
1050,"candidate","Social Democratic Party","SDP",NA,NA,NA,0,NA,NA,NA,NA,41,3,5,5,1,5,5,5,5,5,4,1,2,3,5,5,1,1,3,4,5,2,1,5,3
